source,target,weight
brixo__,fiirtationship,2
brixo__,damnrealposts,1
call_me_rondoe_,boone_dollies,8
call_me_rondoe_,yoniggaonme,7
call_me_rondoe_,dang_lil_tracy,6
call_me_rondoe_,wsupcaramel,5
call_me_rondoe_,ce2_explicit,4
call_me_rondoe_,teamquez300,3
call_me_rondoe_,injovy_wetrust,2
call_me_rondoe_,mainetheck,1
dahomienick,gbowden41,23
dahomienick,tuniekc,11
dahomienick,sassingheeb,10
dahomienick,w00dstok,6
dahomienick,hostileurbanist,4
dahomienick,teenagesleuth,3
dahomienick,johnfugelsang,2
dahomienick,theoracle13,1
drizzyjekky,magnificcio_99,6
drizzyjekky,aeyshar,5
drizzyjekky,lammysilky,4
drizzyjekky,tobinscoswag,3
drizzyjekky,factsaboutboys,2
drizzyjekky,mcfc,1
gokusodmg,tisacuh,17
gokusodmg,squirtologist,14
gokusodmg,snowbunnyslayer,10
gokusodmg,souljaboy,7
gokusodmg,_everydaymonday,6
gokusodmg,fantastic_great,5
gokusodmg,squirtology,4
gokusodmg,macmiller,3
gokusodmg,dillanology,2
gokusodmg,jennababena,1
iamthrax,jamarijonesatl,14
iamthrax,trizzysteez,10
iamthrax,longwayceoduece,6
iamthrax,mrflystylepromo,4
iamthrax,iamjayron_,3
iamthrax,montay_foolin,2
iamthrax,sge_tae,1
ironized,iamcourex,29
ironized,zain_mcnaughty,22
ironized,thereal_khaybee,4
ironized,phran6tweets,3
ironized,car_ur_day,2
ironized,waptailor,1
janxy,ankitank,10
janxy,karnythia,9
janxy,samuriapocalysp,7
janxy,owlsasylum,4
janxy,kolaboof,3
janxy,jazz_kat,2
janxy,joelladeville,1
joey_chase,the_tashabaibie,13
joey_chase,_missbossman_,7
joey_chase,kingrogue_,5
joey_chase,toasta_,3
joey_chase,dathottieonmytl,2
joey_chase,jason,1
kornprobstali,djmarcd,13
kornprobstali,starforcehh,7
kornprobstali,djkingassassin,6
kornprobstali,generalsteele,5
kornprobstali,kokaneofficial,4
kornprobstali,djscrill,3
kornprobstali,mznay414,2
kornprobstali,gucci1017,1
livingstory15,salmamuhammud_,10
livingstory15,callmefai,8
livingstory15,kir_waryaa,7
livingstory15,_jaydabae,6
livingstory15,fani_moalin,4
livingstory15,nawalhassan_,3
livingstory15,samiramohamud_,2
livingstory15,adnamohamud,1
lolo_dancer,shawnstoronto,7
lolo_dancer,theellenshow,5
lolo_dancer,beckylynnwynn,4
lolo_dancer,magcontour,3
lolo_dancer,lolo_dancer,2
lolo_dancer,taylorcaniff,1
mariaaaamj,mary__fys,14
mariaaaamj,jorgecruz_10,5
mariaaaamj,alexiaschrans,4
mariaaaamj,lynnvalkov,3
mariaaaamj,naomi__noelle,2
mariaaaamj,therealjuicyj,1
mr_greedgh,msgermfree,12
mr_greedgh,bonniegodiva,10
mr_greedgh,legzzzteeb,9
mr_greedgh,mzkshine,7
mr_greedgh,ruthless340,6
mr_greedgh,loyalty0valuv,5
mr_greedgh,k_swagg313,4
mr_greedgh,bitchyouaintlow,3
mr_greedgh,kazziepop,2
mr_greedgh,hazey860,1
nat_bat711,bijanzojaji,26
nat_bat711,tron_khat,11
nat_bat711,glencocooo_4,9
nat_bat711,danieeesalinas,6
nat_bat711,the_helenkeller,4
nat_bat711,eddy_delavega,3
nat_bat711,kennylopez47,2
nat_bat711,kimkardashian,1
patthatkatt,vspinktink,10
patthatkatt,whoisderrick,6
patthatkatt,stormy6_,4
patthatkatt,ofwgsyd,3
patthatkatt,mufassa_dreads,2
patthatkatt,sealesisgreat,1
sfoyeh,iamtols,8
sfoyeh,nessence7,7
sfoyeh,feefeh_,4
sfoyeh,daletvavdalet,3
sfoyeh,marypromise,2
sfoyeh,rabsymills,1
shardey4ever,smarty_pants14,14
shardey4ever,quisha_20,12
shardey4ever,jay3_flacco,6
shardey4ever,taylorrlannee,5
shardey4ever,demetreonjamal,4
shardey4ever,shantay96,3
shardey4ever,justinwalk1531,2
shardey4ever,_chaunceyjames,1
somaakb,djkingassassin,12
somaakb,starforcehh,7
somaakb,kokaneofficial,6
somaakb,benjaminenfield,5
somaakb,iamphilthy,4
somaakb,sodmg,3
somaakb,comptonbig2da,2
somaakb,eljay_wbg,1
spiice_x,enigmaticclouds,19
spiice_x,callme_jazzyfae,12
spiice_x,butterbeanz_,10
spiice_x,monetttttt,8
spiice_x,thatdamnham,5
spiice_x,lillazygurl,3
spiice_x,napturallydev,2
spiice_x,almtyleek,1
thaindianchick,caribbeanrebel,6
thaindianchick,justcallmeri,5
thaindianchick,mizzcandy09,4
thaindianchick,youtube,3
thaindianchick,screwli,2
thaindianchick,scienceporn,1
themasttweets,carlcinnsealach,27
themasttweets,100bulletz,24
themasttweets,illmaculate,6
themasttweets,voiceoversmith,4
themasttweets,officiallyice,2
themasttweets,stocktanian,1
xomissgl,breezysbarbie,11
xomissgl,shaa_bryanna,6
xomissgl,amberray18,4
xomissgl,duhnayguh,3
xomissgl,thatladoll,2
xomissgl,ashambitious_,1
babygirlprod,jenebasylvia,9
babygirlprod,thenewmusicbuzz,6
babygirlprod,monsterproducts,4
babygirlprod,amliventv,3
babygirlprod,lsabre,2
babygirlprod,demilovato,1
bb6mac,kenberry69,19
bb6mac,ryan_lever,16
bb6mac,harryballzak1,10
bb6mac,tool4503,6
bb6mac,etmshirts,3
bb6mac,erictheacronym,2
bb6mac,bb6mac,1
brownskin_boss,small_fryee,24
brownskin_boss,kwamazing,7
brownskin_boss,givemesummoe,6
brownskin_boss,hiiirehanna,5
brownskin_boss,yafuckinboy,4
brownskin_boss,jadorenesh_xo,3
brownskin_boss,eatthepeas,2
brownskin_boss,thebetawards,1
cjtopoff,apollodinero,18
cjtopoff,_everydaymonday,5
cjtopoff,girlthats_shay,4
cjtopoff,neshiashaketra_,3
cjtopoff,teamdesss,2
cjtopoff,iagreehonestly,1
d0pe_smiles,wejuskoolnidt,7
d0pe_smiles,a1monnieeee_,5
d0pe_smiles,khatholitics,4
d0pe_smiles,destinee_ocean,3
d0pe_smiles,gregso_gsb,2
d0pe_smiles,chiefgorgeous,1
excusemypretty,laachristinaaa,17
excusemypretty,__akemaj,12
excusemypretty,_thedopechild,6
excusemypretty,ilovegracey333,3
excusemypretty,bestofbae,2
excusemypretty,mariepimping,1
giftedyabour,fourfouragent,19
giftedyabour,fifaworldcup,8
giftedyabour,urbantexts,6
giftedyabour,thefootballcafe,5
giftedyabour,arsenal,4
giftedyabour,transferbibie,3
giftedyabour,ftransfernews,2
giftedyabour,luis16suarez,1
gorgeoustacarra,veztheweirdo,13
gorgeoustacarra,ashtonclutcher,7
gorgeoustacarra,mrflystylepromo,6
gorgeoustacarra,imgonekeepit_g,5
gorgeoustacarra,arrondsleclair,4
gorgeoustacarra,charley_ame300,3
gorgeoustacarra,kissmynani,2
gorgeoustacarra,chevi_carter,1
harbiodinho,harbiodinho_com,31
harbiodinho,slymgee,23
harbiodinho,walewaves,8
harbiodinho,oritsefemi,6
harbiodinho,maheedanigeria,4
harbiodinho,fab_barbiej,3
harbiodinho,igboawakeorgan,2
harbiodinho,delzthebahdguy,1
jaylaellese,jada_armani,25
jaylaellese,__marquisss__,15
jaylaellese,ih8lightskinss,8
jaylaellese,lovee_reaa,5
jaylaellese,aintthat_liyah,4
jaylaellese,chernieciaaa_,3
jaylaellese,takenbyyonigga,2
jaylaellese,femalehefner_,1
live_world_108,_aynas_,31
live_world_108,mariahnicky4,11
live_world_108,yo_rahh,7
live_world_108,darvamoore,6
live_world_108,derrick_fisher1,5
live_world_108,dreamchaserbunz,4
live_world_108,5hoop,3
live_world_108,cherakeepalmer,2
live_world_108,thinknmoney_365,1
matty_koo,mrdizaster,6
matty_koo,foreheadshun,5
matty_koo,lushone,4
matty_koo,rudikinsella,3
matty_koo,mathhoffa,2
matty_koo,mrzipemup,1
missnenebabyy,that_wildschild,26
missnenebabyy,_keepitjazzy,13
missnenebabyy,hisfairladybug,12
missnenebabyy,sweettea_dra,6
missnenebabyy,darrylthinks,5
missnenebabyy,execteamcoo,3
missnenebabyy,zendaya,2
missnenebabyy,rapup,1
mrbrietling,gabbylondon,9
mrbrietling,fxckeby,6
mrbrietling,saraquartier,5
mrbrietling,sean_ttw,4
mrbrietling,_izzyamoura,3
mrbrietling,blackzmanartist,2
mrbrietling,qdotcokley,1
mudahpacino_973,youlosintrue,20
mudahpacino_973,mysportslegion,13
mudahpacino_973,moneycrac973,6
mudahpacino_973,imderekf,4
mudahpacino_973,gamboa,3
mudahpacino_973,1djwahbubble,2
mudahpacino_973,seanprice,1
mystickellz,ikingcorey,7
mystickellz,shawnie876,6
mystickellz,jenzi_,4
mystickellz,breelea_,3
mystickellz,iamdre1alliance,2
mystickellz,rihannaxshe,1
ricogennero,_coachhill,6
ricogennero,bomani_jones,5
ricogennero,gorockets7,4
ricogennero,backpackjimmy,3
ricogennero,jharden13,2
ricogennero,tkonitzer,1
shawniimontana,mommyofwynter,12
shawniimontana,4theloveofstink,9
shawniimontana,letshakitaspeek,5
shawniimontana,prettyface_tete,3
shawniimontana,prettyfacenellz,2
shawniimontana,_colormeepurple,1
sofiaa_alves,xharrybiebs,61
sofiaa_alves,barbara_kreisch,14
sofiaa_alves,sodamntrue,11
sofiaa_alves,niallofficial,9
sofiaa_alves,stinsonsays,2
sofiaa_alves,carowozniacki,1
tarabaybeee,kiyaa_thestar,11
tarabaybeee,carvieguwapp,8
tarabaybeee,realshamariaa,7
tarabaybeee,imthatnigga_wiz,5
tarabaybeee,__bitchitsniaaa,4
tarabaybeee,foe103,3
tarabaybeee,azarii__,2
tarabaybeee,heatreligion_,1
tcoopz596,factsaboutboys,19
tcoopz596,peacepunkprince,9
tcoopz596,solcita__,5
tcoopz596,crownmekingtate,4
tcoopz596,kingbach,3
tcoopz596,betawards,1
thegreatkingsir,msatterfield4,13
thegreatkingsir,muuah_mary,8
thegreatkingsir,kamekokushcakes,6
thegreatkingsir,_tweetsumn,5
thegreatkingsir,jessjusright,4
thegreatkingsir,_rubixcube,3
thegreatkingsir,theknockoutset,2
thegreatkingsir,kesiaalynn,1
therealluq,jxmmy,18
therealluq,brad_coolin,7
therealluq,druhamma,6
therealluq,cassiustay,5
therealluq,thatgirldj_,4
therealluq,nelly__nell__,3
therealluq,djyomiyom,2
therealluq,annkris90,1
beautybritt_,_idoesthis365,16
beautybritt_,bxddaddiction,14
beautybritt_,youngrichpablo,10
beautybritt_,_teejayy__,8
beautybritt_,iyanna_kiaraaa,3
beautybritt_,__jass_jasmyne,2
beautybritt_,ihustie,1
cadavalos,kassidymurphy4,7
cadavalos,aidan_steinke,6
cadavalos,ryaninsaaane,5
cadavalos,tylerkitchen96,4
cadavalos,cadavalos,3
cadavalos,taylorbullard1,2
cadavalos,taylorchaddick,1
callumhillier1,brandonjoneesy,8
callumhillier1,taaywilliams,6
callumhillier1,tamaraherbert_,4
callumhillier1,bradlovegrove,3
callumhillier1,purpleoli99,2
callumhillier1,kreptplaydirty,1
chvseyounger,wicked_andre,30
chvseyounger,tmntdonatelloo,9
chvseyounger,nipplegod,7
chvseyounger,dakotatobias,5
chvseyounger,ivan69623,4
chvseyounger,nicolejefri,3
chvseyounger,_benfranky,2
chvseyounger,aceetvm,1
dangelosmith300,kykykya,16
dangelosmith300,_seleenamarie_,13
dangelosmith300,__missjj,5
dangelosmith300,simplymee_lyssa,4
dangelosmith300,_naydope,3
dangelosmith300,loveliness474,2
dangelosmith300,bangbangwhore,1
deedeeworld,demimckinney,32
deedeeworld,ddwassist,18
deedeeworld,only1brat,9
deedeeworld,_alananicole1,4
deedeeworld,studiopink22,3
deedeeworld,bellarpassion,2
deedeeworld,jennyedwards99,1
jasonstooreal,itsjaun,10
jasonstooreal,omg_celebfacts,9
jasonstooreal,1000stacksinc,7
jasonstooreal,lnstagramphotos,6
jasonstooreal,trapfuhrer,5
jasonstooreal,factsonfemale,4
jasonstooreal,adorablewords2,3
jasonstooreal,oakleysungiasss,2
jasonstooreal,wowlifequotes,1
jfinesse23,cenicerosmanuel,12
jfinesse23,ace_af_19,6
jfinesse23,jeter3k3,4
jfinesse23,stefanyr91,3
jfinesse23,fallfromastar,2
jfinesse23,therealjuicyj,1
k_minajesty,yungbabygoon,17
k_minajesty,niggasincali,5
k_minajesty,lalatimma,4
k_minajesty,killuhroman_,3
k_minajesty,vitarios_,2
k_minajesty,jaayq_,1
keeepitclassy__,__burnslo,17
keeepitclassy__,xaleciaa_,9
keeepitclassy__,breshaee__,5
keeepitclassy__,kevionmason,4
keeepitclassy__,qveen_dmw,3
keeepitclassy__,xdanterria,2
keeepitclassy__,barrybenfrank,1
kogarag,starforcehh,10
kogarag,djkingassassin,8
kogarag,mjthegreatsd,7
kogarag,djmarcd,5
kogarag,generalsteele,4
kogarag,mrchuckd,3
kogarag,beatminerzradio,2
kogarag,ogmitchyslick,1
landocuh,theuncurvable,6
landocuh,megangibson_,5
landocuh,pinkher0in,4
landocuh,silkyray,3
landocuh,checkthewindow,2
landocuh,taxstone,1
leahjustiniano,hweavs12,18
leahjustiniano,phelps94,8
leahjustiniano,hungry4dabooty,6
leahjustiniano,marysampson_,4
leahjustiniano,chlldhoodruiner,2
leahjustiniano,jayransing,1
lustylaila,mistress_shit,11
lustylaila,slavesam1989,5
lustylaila,kinkydomina,4
lustylaila,mikeman100111,3
lustylaila,misssholas,2
lustylaila,wowfactz,1
malcolmpichon,ys_werm,17
malcolmpichon,forfiti_shewill,15
malcolmpichon,jonaedawson,10
malcolmpichon,modernday_steph,7
malcolmpichon,_elron93,6
malcolmpichon,_air_jordan23,5
malcolmpichon,kwoniethephenom,2
malcolmpichon,aianhangover,1
minnimosthated,don_drippy,7
minnimosthated,prettybcassie,6
minnimosthated,guccigem7,5
minnimosthated,piscesareus,3
minnimosthated,rosie_rosee,2
minnimosthated,officialpryce,1
munchkin___,its___easy,18
munchkin___,khymcfly,8
munchkin___,mackdaddyjade_,5
munchkin___,thegreat_darius,4
munchkin___,aseryt_,3
munchkin___,welcum2copeland,2
munchkin___,outchea_ballin,1
shanttt__,_amsirahcsabrie,16
shanttt__,___cianna,12
shanttt__,__heavennn,7
shanttt__,____zariah,6
shanttt__,_tajtaryn,4
shanttt__,__romania,3
shanttt__,lilniya__,2
shanttt__,mhxvrt,1
sordor3,j9rock,12
sordor3,devstokes,9
sordor3,drewwise11,8
sordor3,calebpartin,6
sordor3,gchapp_21,4
sordor3,dalty_james,3
sordor3,13brooklynn,2
sordor3,basedchasen,1
stacediva,mindofmrcole,22
stacediva,kimmyhed,21
stacediva,cruzanchoklate,20
stacediva,don_john_juan,10
stacediva,evothedutchess,7
stacediva,regular_dub,6
stacediva,sirvalentine83,5
stacediva,theandregeorge,4
stacediva,chireann,3
stacediva,pinky_balboa,2
stacediva,handsomekaron,1
tat_toon,shadenoahrne,15
tat_toon,_fuckgreg,12
tat_toon,yesimspitz,6
tat_toon,diystradamus_,5
tat_toon,parker__black,4
tat_toon,casa_flair,3
tat_toon,boedjangos,2
tat_toon,cklbeauty,1
thechosenonee__,gwayliveovahere,10
thechosenonee__,ayestefunny,9
thechosenonee__,restupgranny_,7
thechosenonee__,quortneyy_x,6
thechosenonee__,therealest41,5
thechosenonee__,collegekldswag,4
thechosenonee__,flintstone___,3
thechosenonee__,teamdoolin24,2
thechosenonee__,schoolboycoupe,1
bornthetruth,bakeyhbh,12
bornthetruth,guchcontagious,5
bornthetruth,religiousmom_,4
bornthetruth,hunterbaileydun,3
bornthetruth,bdo_18,2
bornthetruth,sleep_alldayyy,1
chieflscity_lo,melissa_cuteass,8
chieflscity_lo,prettychick_j,6
chieflscity_lo,aniyathegreat_,4
chieflscity_lo,bvdiiee_,3
chieflscity_lo,_tavia__,2
chieflscity_lo,bashvllewooda,1
dailydisgrace,tristenxgold,8
dailydisgrace,2raw4thestreets,7
dailydisgrace,artluved,5
dailydisgrace,wizard_kelly_jr,4
dailydisgrace,buckwildd_,2
dailydisgrace,usmaclassof2018,1
dpswhitest,coolguydarian,14
dpswhitest,quitespinoza,13
dpswhitest,karlisierraaa,7
dpswhitest,sfl_josh,4
dpswhitest,westoncarlisle,3
dpswhitest,bigsexyabe,2
dpswhitest,_kylahh,1
fleetmixtapes,fleetdjs,20
fleetmixtapes,fleetdjradio,9
fleetmixtapes,fleetdjsncsc,6
fleetmixtapes,xdjbds,5
fleetmixtapes,str8official,4
fleetmixtapes,mixconnect,3
fleetmixtapes,djd1ct,2
fleetmixtapes,goodtimesusa,1
floyd_miles,coldwar_7,8
floyd_miles,thagoldmind,5
floyd_miles,foxy_brownn,4
floyd_miles,kurtizthekid,3
floyd_miles,chrisg00die,2
floyd_miles,nyemiahsupreme,1
justadree,a_mateo_22,7
justadree,persie_official,5
justadree,tuckerhdmusic,4
justadree,99bigdawg,3
justadree,ch14_,2
justadree,sneijder101010,1
kingpjamesss,qveen_bee,6
kingpjamesss,nijahalllaughs_,5
kingpjamesss,reginae_carter1,4
kingpjamesss,106andpark,3
kingpjamesss,shantelawilly,2
kingpjamesss,xstrology,1
lauravarela12,amayahpacex3,10
lauravarela12,saaadys,8
lauravarela12,queendiandra23,7
lauravarela12,lezbihonestgifs,6
lauravarela12,basicdali,4
lauravarela12,_karlaaee,2
lauravarela12,shallowsouls,1
lilboo__,yaeassy,6
lilboo__,rakiahsb,5
lilboo__,gettt_r_dunn,4
lilboo__,cameron_carroll,3
lilboo__,x0_gen,2
lilboo__,babyanimalpics,1
lllcthebasedgod,shutyodumbassup,20
lllcthebasedgod,tommyreainigga,16
lllcthebasedgod,yobitchathot,12
lllcthebasedgod,geminigabbana,10
lllcthebasedgod,fernandobdope,9
lllcthebasedgod,trvpxholic,8
lllcthebasedgod,_boonniee_,7
lllcthebasedgod,drugfree_datzme,6
lllcthebasedgod,troplifa,5
lllcthebasedgod,therealmfast,4
lllcthebasedgod,nayyzavala,3
lllcthebasedgod,rollyup23,2
lllcthebasedgod,iwetpanties,1
makariassecret,gorgeous_eiren,10
makariassecret,tvvni,7
makariassecret,shadaaaem,5
makariassecret,piscesareus,4
makariassecret,_tnm4,3
makariassecret,glogodishyy,2
makariassecret,aggiearyn,1
mariahnxo,djsliickk,13
mariahnxo,stephbewildin,8
mariahnxo,greekboyzoe,7
mariahnxo,lavon__,6
mariahnxo,cdrama12,5
mariahnxo,gardenstate_,4
mariahnxo,mariahnxo,3
mariahnxo,smoovdagod,2
mariahnxo,onikaslilpearl,1
queenforhire,stevetwerkel,9
queenforhire,flyoutchase,8
queenforhire,cajun_peach,7
queenforhire,rarebre3d,6
queenforhire,latry,5
queenforhire,itsmegrizz,4
queenforhire,nettaaaaaaaa,3
queenforhire,airgordon_,2
queenforhire,fullmoonvoodoo,1
shane_anderson5,emmaanicoleee,8
shane_anderson5,mondaytyler,7
shane_anderson5,ky_lalopez,4
shane_anderson5,chouchpachowicz,3
shane_anderson5,bharper3407,2
shane_anderson5,jerry_purpdrank,1
sharaya__,x__janedoe,8
sharaya__,yeaah_doe,7
sharaya__,aye_dayday,5
sharaya__,bloodbenji_,4
sharaya__,_im2real_,2
sharaya__,thatguychandler,1
stevolucci,henroc_,14
stevolucci,prettyboymanny,5
stevolucci,edwardvuitton,4
stevolucci,mikeshotya,3
stevolucci,guanzay_,2
stevolucci,yamihontas,1
_lajanese,tevo_iam,9
_lajanese,janaethedoll,8
_lajanese,kflossy__,5
_lajanese,aleahhhh_,4
_lajanese,gabsoglam,3
_lajanese,kie_myselfandi,2
_lajanese,irealmacmiller,1
arroqanttae,amuchy_gucci,11
arroqanttae,ayopotter,5
arroqanttae,arroqanttae,4
arroqanttae,lexibreed,3
arroqanttae,realraymondj,2
arroqanttae,_candaceelovve,1
b_cautious901,djmikenasty,14
b_cautious901,davsorril,13
b_cautious901,onlee_onedee,6
b_cautious901,jayda_hoopsalot,5
b_cautious901,follow_ant,3
b_cautious901,freshaber_,2
b_cautious901,gottafollowhim,1
bassbraga,lewbob91,23
bassbraga,drewmula,19
bassbraga,aarondmp9,4
bassbraga,brazilstats,3
bassbraga,merlinproducer,2
bassbraga,arsenal,1
bitch_im_tman,_femaleversion,8
bitch_im_tman,_queennd_,7
bitch_im_tman,tayspi,6
bitch_im_tman,pretty_tee09,5
bitch_im_tman,cheyliving_,4
bitch_im_tman,_originalnene,3
bitch_im_tman,divein_mytweets,2
bitch_im_tman,tiva_thediva,1
bluegrizzley,lolabarbie1xxx,13
bluegrizzley,loving_jassy,6
bluegrizzley,sexkittinsza,5
bluegrizzley,lena_chase,4
bluegrizzley,sweethoneybella,3
bluegrizzley,missrobinv,2
bluegrizzley,msstylez_,1
cayuna_lashai,sheryybabyyy,34
cayuna_lashai,bloodyredrumx,9
cayuna_lashai,_thatpuredrug,5
cayuna_lashai,itbeselenaa,4
cayuna_lashai,ralphnation,3
cayuna_lashai,emoniep_,2
cayuna_lashai,shelovesebby,1
cremedj,dralfredmutua,9
cremedj,mwanikih,5
cremedj,daggyraxx,4
cremedj,gitenem51,3
cremedj,chengorobert,2
cremedj,sheyknows,1
delray85,cubs_15wschamps,26
delray85,queenlintlicker,16
delray85,cheekiebastarrd,11
delray85,lovechrist13,8
delray85,geronimomrg,6
delray85,truegemini614,3
delray85,markafuqua_hunt,2
delray85,wmorrissey79,1
devorsegmail,pornobrazil,16
devorsegmail,18_hot_18,8
devorsegmail,_tumejorsonris,6
devorsegmail,natashastar69,5
devorsegmail,nlsexo,4
devorsegmail,lovethemmilfs,3
devorsegmail,wackytoys,2
devorsegmail,drryanmoore,1
djnophrillz,mossburg00,8
djnophrillz,theblahkphilly,5
djnophrillz,fleetdjs,4
djnophrillz,_sino_,3
djnophrillz,meekmill,2
djnophrillz,klassikceo,1
hexthecurse,biggarankin00,9
hexthecurse,certainlyraps,8
hexthecurse,therealwoopwoop,7
hexthecurse,djklarcshepard,4
hexthecurse,seanmichaeldope,3
hexthecurse,dropolo,2
hexthecurse,mp3waxx,1
ihitmodelsraw,jeythevillain,13
ihitmodelsraw,tripl3a,9
ihitmodelsraw,lita_bee,7
ihitmodelsraw,yourfavoritezoe,6
ihitmodelsraw,terrillcharming,5
ihitmodelsraw,_sirhampton_,4
ihitmodelsraw,intensedesire,3
ihitmodelsraw,kanyebreast,2
ihitmodelsraw,domoniquebrooks,1
jazzyrae,rayp_photos,8
jazzyrae,spacecadet_kel,7
jazzyrae,bluehatredvans,4
jazzyrae,akacharleswade,3
jazzyrae,mekdot,2
jazzyrae,lovebitemusic,1
karissahodgson,therealjuicyj,6
karissahodgson,wizkhalifa,5
karissahodgson,tukicarter,4
karissahodgson,realtaylorgang,3
karissahodgson,cliftontg,2
karissahodgson,wedemreedus_,1
keke_mixedchick,sydd_babyy23,13
keke_mixedchick,augustalsina,11
keke_mixedchick,dantebarnes,8
keke_mixedchick,augalsina__,4
keke_mixedchick,craziestsex,2
keke_mixedchick,100grandzz,1
keyvontreal,inthelifeofjay_,11
keyvontreal,mukaluka_mikey,8
keyvontreal,sheswantsthed,5
keyvontreal,uniquely_unphaz,3
keyvontreal,vibrantsoul__,2
keyvontreal,therealaviator,1
kieron_boothe,officialkaniva,11
kieron_boothe,motive105,9
kieron_boothe,getatmebruh_xo,6
kieron_boothe,graftermusic,5
kieron_boothe,6foot_ant_man,4
kieron_boothe,self_made_negro,3
kieron_boothe,heathsidehass,2
kieron_boothe,ccerise_,1
kittydeprz,djkingassassin,9
kittydeprz,djmarcd,8
kittydeprz,souljaboy,7
kittydeprz,sodmg,4
kittydeprz,keyshiacole,3
kittydeprz,starforcehh,2
kittydeprz,1kblx,1
ledivajosa,jayy_ohh56,7
ledivajosa,_yorztruly,6
ledivajosa,laudystein,5
ledivajosa,_teamdq,4
ledivajosa,rxshad_,3
ledivajosa,goldcrypt,2
ledivajosa,fatbellybella,1
lijetp,djkingassassin,18
lijetp,starforcehh,7
lijetp,souljaboy,6
lijetp,benjaminenfield,5
lijetp,iamphilthy,4
lijetp,generalsteele,3
lijetp,comptonbig2da,2
lijetp,sab_mc,1
loniallen,dopefiesta,6
loniallen,xbeautyyrushhx,5
loniallen,autumnsfinest,4
loniallen,_coolassninja,3
loniallen,dat_gemini_life,2
loniallen,realzayscrewem,1
luisofmolina00,bernieavalosiii,10
luisofmolina00,dakota_perez707,7
luisofmolina00,luke23lopiccolo,4
luisofmolina00,caitlin0sanders,3
luisofmolina00,hannahlkc95,2
luisofmolina00,athietefession,1
ne_thatguy,jaz_stew,13
ne_thatguy,omfgitsletre,7
ne_thatguy,itsyaboywiggles,5
ne_thatguy,tunemademedoit,4
ne_thatguy,therealistrise,3
ne_thatguy,deefine_me,2
ne_thatguy,breiaaaa_,1
slum_villager,flores52g,23
slum_villager,franciscotapia4,18
slum_villager,shnobert503,13
slum_villager,bigghostltd,3
slum_villager,cocainebiceps15,2
slum_villager,speakz,1
taynic,marclamonthill,24
taynic,priceaintright,16
taynic,blike_dante,15
taynic,neauxbodee,14
taynic,strangepintura,11
taynic,bigboi,10
taynic,rarebre3d,9
taynic,joelladeville,7
taynic,akacharleswade,6
taynic,bomani_jones,5
taynic,solochills,4
taynic,nettaaaaaaaa,3
taynic,djstepone,2
taynic,appl3ofureye,1
tellmeyurllymad,stayinyalain_,33
tellmeyurllymad,callme_shottown,16
tellmeyurllymad,ronnyron_215,8
tellmeyurllymad,dommie_vs_aidah,5
tellmeyurllymad,thebingette,3
tellmeyurllymad,kaidenmom13,1
texas_4ever,sportsxvi,6
texas_4ever,woahitstreyster,5
texas_4ever,tahiti_bawb,4
texas_4ever,seantheterrible,3
texas_4ever,officiallyice,2
texas_4ever,sportsfeedia,1
alexxiissssss_,_englandslondon,10
alexxiissssss_,bigbootayyy_,8
alexxiissssss_,muffthree_,7
alexxiissssss_,tweetsfromjuan,6
alexxiissssss_,calsthatdude,4
alexxiissssss_,adoretayyy_,3
alexxiissssss_,lahshiney,2
alexxiissssss_,worldofsymone,1
babytunechix_,_finesse581_,19
babytunechix_,cruz_cristian91,12
babytunechix_,jaslynx_,7
babytunechix_,dreamchaserx__,6
babytunechix_,bleep_ck,5
babytunechix_,ballb4_hoes,4
babytunechix_,reality_within,3
babytunechix_,funnypicsdepot,2
babytunechix_,rebellious_mind,1
beautieexred,bestof90s,7
beautieexred,_mvher,6
beautieexred,tauruscopehere,5
beautieexred,honeyhundreds,4
beautieexred,taurusismagic,3
beautieexred,factzfactory,2
beautieexred,big__bank,1
beysus_thequeen,voicetoosmooth,24
beysus_thequeen,jesusupgrademe,8
beysus_thequeen,meet_nallah,6
beysus_thequeen,holaahovito,5
beysus_thequeen,amourchristina,4
beysus_thequeen,wakeupflawless_,3
beysus_thequeen,beyonceaus,2
beysus_thequeen,priscalovestrey,1
bosschickjuju,shernellephilip,7
bosschickjuju,missabbeyleigh,5
bosschickjuju,chulamami_,4
bosschickjuju,queenree__,3
bosschickjuju,nikkitorresxo,2
bosschickjuju,chamimahdi,1
choojimmy,theonlymoner,7
choojimmy,immaculatedro,6
choojimmy,mike_vs_trigga,5
choojimmy,bitxhimsuave,4
choojimmy,mikefree_,3
choojimmy,iamcognacblack,2
choojimmy,itrapnzuri,1
didimarin95,itzarthor,12
didimarin95,gorge710,11
didimarin95,the1_mateo_tap,9
didimarin95,_maegan_lee,5
didimarin95,bpizano13,4
didimarin95,maxi__pads,3
didimarin95,vuhsace,2
didimarin95,thebanklick,1
emecarrion,gettomusic,41
emecarrion,rrrashai,40
emecarrion,emecarrion,38
emecarrion,consulosorio,35
emecarrion,dani_elapromo,3
emecarrion,luis_marquez3,2
emecarrion,jose_alqaedas,1
ethanis_firm,liteskinlynn,8
ethanis_firm,aggietrk,6
ethanis_firm,suckafree_tra,4
ethanis_firm,kc_mrpolo,3
ethanis_firm,jenebasylvia,2
ethanis_firm,usatf,1
fresh_logic,k_waltman,16
